"table_schema","table_name","columns"
"public","tb_invoicemedicine_agribank","invoicemedicine_agribankid, invoicemedicineid, token_code, order_code, payment_method_code, amount, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, createorder_input, createorder_output, checkorder_output, message, version"
"public","tb_invoicemedicine_bidvqr","invoicemedicine_bidvqrid, invoicemedicineid, invoicemedicine_transactionid, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, merchantpayment_input, merchantpayment_output, message, huy_ngayphathanh, merchantrefund_input, merchantrefund_output, huy_message, version"
"public","tb_invoicemedicine_ehc","invoicemedicine_ehcid, invoicemedicineid, token_code, order_code, payment_method_code, amount, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, createorder_input, createorder_output, message, version"
"public","tb_invoicemedicine_mb","invoicemedicine_mbid, invoicemedicineid, token_code, order_code, payment_method_code, amount, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, createorder_input, createorder_output, checkorder_output, message, version"
"public","tb_invoicemedicine_mb_vietqr","invoicemedicine_mb_vietqrid, invoicemedicineid, token_code, order_code, amount, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, message, version"
"public","tb_invoicemedicine_nganluong","invoicemedicine_nganluongid, invoicemedicineid, token_code, order_code, payment_method_code, amount, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, createorder_input, createorder_output, message, version"
"public","tb_invoicemedicine_viettinbank_qr","invoicemedicine_viettinbank_qrid, invoicemedicineid, invoicemedicine_transactionid, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, merchantpayment_input, merchantpayment_output, message, huy_ngayphathanh, merchantrefund_input, merchantrefund_output, huy_message, version"
"public","tb_invoicemedicine_vnpay","invoicemedicine_vnpayid, invoicemedicineid, invoicemedicine_transactionid, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, merchantpayment_input, merchantpayment_output, message, huy_ngayphathanh, merchantrefund_input, merchantrefund_output, huy_message, version"
"public","tb_invoicemedicinegroup","invoicemedicinegroupid, invoicemedicinegroupcode, invoicemedicinegroupname, dm_invoice_grouptypeid, invoicemedicinegroupdate, userid, invoicemedicinegroupremark, totalinvoicemedicine, invoicemedicinestart_stt, invoicemedicineused, listsudunguserid, invoicemedicinegroupdisable, issotruc, isbusy, hoadondientu_loaiphathanh, hoadondientu_idphathanh, hoadondientu_mauphathanh, hoadondientu_kyhieuphathanh, iskhongtudongtaohoadondientu, vatratename, version"
"public","tb_invoicerequest","invoicerequestid, ngayyeucau, nguoiyeucau, patientrecordid, dm_invoice_typeid, sotien, noidungthu, invoiceid, version"
"public","tb_issuedata","issuedataid, issuedataname, issueid, isactive, isdeactive, version"
"public","tb_ivf_hosobenhan","ivf_hosobenhanid, ivf_hosobenhancode, ivf_khachhangid, ngaylapgiadinh, tuoicokinhlandau, ischukykinhnguyet, chukykinhnguyet_songay_text, songaycokinh, issoluongkinhnguyet, isdaubungkinh, isvokinh, isvosinh_vo, thoigianvosinh_vo, tansuatsinhhoattinhduc, isdaukhisinhhoattinhduc, solancothai_truoc, soconsong_truoc, saythai_truoc, naohut_truoc, thailuu_truoc, geu_truoc, chuatrung_truoc, solancothai_hientai, soconsong_hientai, saythai_hientai, naohut_hientai, thailuu_hientai, geu_hientai, chuatrung_hientai, phuongphapdieutrivosinh_khong, phuongphapdieutrivosinh_iui, phuongphapdieutrivosinh_ivf, phuongphapdieutrivosinh_khac, phuongphapdieutrivosinh_iui_solan, phuongphapdieutrivosinh_ivf_solan, phuongphapdieutrivosinh, phuongphapdieutrivosinh_khac_text, isthamdotruocdo, ischupphimtc_binhthuong, ischupphimtc_batthuong, ischupphimtc_tucungdoi, ischupphimtc_tuccung2sung, ischupphimtc_dinh, ischupphimtc_khac, ischupphimvt_phai_thong, ischupphimvt_phai_thonghanche, ischupphimvt_phai_tacgan, ischupphimvt_phai_tacxa, ischupphimvt_phai_unuoc, ischupphimvt_phai_khac, ischupphimvt_trai_thong, ischupphimvt_trai_thonghanche, ischupphimvt_trai_tacgan, ischupphimvt_trai_tacxa, ischupphimvt_trai_unuoc, ischupphimvt_trai_khac, isnoisoitc_binhthuong, isnoisoitc_batthuong, isnoisoitc_tucungdoi, isnoisoitc_tuccung2sung, isnoisoitc_dinh, isnoisoitc_khac, isnoisoivt_phai_thong, isnoisoivt_phai_thonghanche, isnoisoivt_phai_tacgan, isnoisoivt_phai_tacxa, isnoisoivt_phai_unuoc, isnoisoivt_phai_khac, isnoisoivt_trai_thong, isnoisoivt_trai_thonghanche, isnoisoivt_trai_tacgan, isnoisoivt_trai_tacxa, isnoisoivt_trai_unuoc, isnoisoivt_trai_khac, ismoitruong_vo, ismatuy_vo, istiensubenh, tiensubenh, benhtoanthan_vo_khong, benhtoanthan_vo_daiduong, benhtoanthan_vo_lao, benhtoanthan_vo_benhtuyengiap, benhtoanthan_vo_khac, benhtoanthan_vo_benhkhac, isbenhnoikhoa_vo, isbenhngoaikhoa, nk_geu, nk_catvt, nk_movoithong, nk_mode, nk_boctachunang, nk_catunang, nk_boctachnhanso, nk_vrt, isviemchauhong, isbenhlayquaduongtinhduc_vo_khong, isbenhlayquaduongtinhduc_vo_co, isbenhlayquaduongtinhduc_vo_lau, isbenhlayquaduongtinhduc_vo_giangmai, isbenhlayquaduongtinhduc_vo_chlamydia, isbenhlayquaduongtinhduc_vo_viemphanphu, istietdichnumvu, chieucao_vo, cannang_vo, huyetap_low_vo, huyetap_high_vo, iskhamtoanthan_vo, iskhamtoanthan_vo_text, ishethonglong, ishethonglong_text, isphattrienvu, isphattrienvu_text, istietsua, isbophansinhducngoai, ismangtrinh, isamdao, cotc_binhthuong, cotc_viem, cotc_lotuyen, cotc_sui, cotc_polyp, cotc_haicotc, tc_thetich, tc_matdo, tc_tuthetc, tc_didong, ishaiphanphu, istestcatheter, isvosinh_chong, thoigianvosinh_chong, benhtoanthan_chong_khong, benhtoanthan_chong_daiduong, benhtoanthan_chong_lao, benhtoanthan_chong_benhtuyengiap, benhtoanthan_chong_khac, istiensunoikhoa_chong, istiensuphau_khong, istiensuphau_hepnieudao, istiensuphau_lodaithap, istiensuphau_catboongtinh, istiensuphau_catbotinhhoan, istiensuphau_khac, isnhiemtrungduongtietnieu, isbenhlayquaduongtinhduc_chong_khong, isbenhlayquaduongtinhduc_chong_giangmai, isbenhlayquaduongtinhduc_chong_chlamydia, isbenhlayquaduongtinhduc_chong_lau, isbenhlayquaduongtinhduc_chong_khac, ismoitruong_chong, isruou_chong, ismatuy_chong, chieucao_chong, cannang_chong, huyetap_low_chong, huyetap_high_chong, iskhamtoanthan_chong, duongvat_binhthuong, duongvat_seo, duongvat_lodaithap, duongvat_mangbua, duongvat_khac, tinhhoan_binhthuong, tinhhoan_batthuongbentrai, tinhhoan_batthuongbenphai, vitri_binhthuong, vitri_batthuongbentrai, vitri_batthuongbenphai, maotinhhoan_binhthuong, maotinhhoan_daybentrai, maotinhhoan_daybenphai, maotinhhoan_membentrai, maotinhhoan_membenphai, maotinhhoan_unang_bentrai, maotinhhoan_unang_benphai, maotinhhoan_khongsothaybentrai, maotinhhoan_khongsothaybenphai, thetich_bentrai, thetich_benphai, dongmachtinh_binhthuong, dongmachtinh_daybentrai, dongmachtinh_daybenphai, dongmachtinh_khongsothaybentrai, dongmachtinh_khongsothaybenphai, sungbiu_binhthuong, sungbiu_trandichbentrai, sungbiu_trandichbenphai, sungbiu_thoatvi_bentrai, sungbiu_thoatvi_benphai, giantinhmach_khong, giantinhmach_do3bentrai, giantinhmach_do3benphai, giantinhmach_do2_bentrai, giantinhmach_do2_benphai, giantinhmach_do1_bentrai, giantinhmach_do1_benphai, giantinhmach_clsbentrai, giantinhmach_clsbenphai, khamben_binhthuong, khamben_noihachbentrai, khamben_noihachbenphai, khamben_seonhiemtrung_bentrai, khamben_seonhiemtrung_benphai, khamben_seophauthuat_bentrai, khamben_seophauthuat_benphai, khamben_thoatvi_bentrai, khamben_thoatvi_benphai, thamtructrang_binhthuong, thamtructrang_bentrai, thamtructrang_benphai, tienliettuyen, tuitinh, version, chandoan_kemtheo_vo, chandoan_kemtheo_icd10_vo, chandoan_kemtheo_chong, chandoan_kemtheo_icd10_chong, chandoan_vo, chandoan_icd10_vo, chandoan_chong, chandoan_icd10_chong, ngaynhap"
"public","tb_ivf_khachhang","ivf_khachhangid, ivf_khachhangcode, chong_patientid, vo_patientid, chong_hoten, chong_ngaysinh, vo_hoten, vo_ngaysinh, dm_tinhcode, dm_huyencode, dm_xacode, sonha, thonxom, patientphone_1, patientphone_2, bacsiphutrachid, masokhachhang, masokhachhang_hashcode, version, dm_tinhname, dm_huyenname, dm_xaname, ngaytaohoso, chong_socccd, chong_noicapcccd, chong_ngaycapcccd, vo_socccd, vo_noicapcccd, vo_ngaycapcccd, nguoihiennoan_patientid, nguoihiennoan_hoten, nguoihiennoan_ngaysinh, nguoihiennoan_socccd, nguoihiennoan_noicapcccd, nguoihiennoan_ngaycapcccd, patientphone_3, dm_hinhthuchtssid, matinhtrunghientang, maphoihientang, sodkkh, ngaycapdkkh, noicapdkkh"
"public","tb_ivf_phieu_bangkiemchuyephoi","ivf_phieu_bangkiemchuyephoiid, ivf_khachhangid, ngaynhap, nguoinhap, ischuyenphoitru, ischuyenphoituoi, ngaydatthuocamdao, isquendatthuoc, isdungthuocdunglieu, isdangdieutribenh, israhuyetamdao, isdaubung, isdauhieubatthuong, version"
"public","tb_ivf_phieu_chuanbiniemmacchuyenphoitru","ivf_phieu_chuanbiniemmacchuyenphoitruid, ivf_khachhangid, ngaynhap, ngaych, nguoinhap, landieutri, danhsachthuoc, chuyenphoi_n2, chuyenphoi_n3, chuyenphoi_n4, chuyenphoi_n5, phacdo_e2p4, phacdo_ivm, phacdo_cktn, chuanbiniemmacchuyenphoi_chitiet, version"
"public","tb_ivf_phieu_doichieutruocchuyenphoi","ivf_phieu_doichieutruocchuyenphoiid, ivf_khachhangid, ngaynhap, nguoinhap, doichieutruocchuyenphoi_chitiet, tuoiphoi, phoituoi, phoitru, version"
"public","tb_ivf_phieu_kiemtraphoitru","ivf_phieu_kiemtraphoitruid, ivf_khachhangid, ngaynhap, nguoinhap, thutuc_cmnd, thutuc_dkkh, thutuc_camket, vo_noitiet, vo_sieuam, vo_chuphsg, vo_ctm, vo_miendich, vo_ecg, chong_noitiet, chong_tinhdichdo, chong_miendich, chong_khac, phacdo_e2_p4, phacdo_ivm, phacdo_cktn, phoidinhra_ngay2, phoidinhra_ngay3, phoidinhra_ngay5, phoidinhchuyen_ngay2, phoidinhchuyen_ngay3, phoidinhchuyen_ngay5, ngaybs_ky, ngaylabo_ky, ngaynhs_ky, bacsythuchienid, laboid, nuhosinhid, ghichu, version"
"public","tb_ivf_phieu_kiemtraphoituoi","ivf_phieu_kiemtraphoituoiid, ivf_khachhangid, ngaynhap, nguoinhap, thutuc_cmnd, thutuc_dkkh, thutuc_camket, vo_noitiet, vo_sieuam, vo_chuphsg, vo_ctm, vo_miendich, vo_ecg, chong_noitiet, chong_tinhdichdo, chong_miendich, chong_khac, kythuatdieutri_icsi, kythuatdieutri_ivm, phacdo_gnrhant, phacdo_gnrha, trung_tuthan, trung_xintrung, tinhtrung_tuoi, tinhtrung_tru, tinhtrung_nhtt, tinhtrung_pesa_tese, phoituoi_ngay2, phoituoi_ngay3, phoituoi_ngay5, truphoi_ngay2, truphoi_ngay3, truphoi_ngay5, ngaybs_ky, ngaylabo_ky, ngaynhs_ky, bacsythuchienid, laboid, nuhosinhid, ghichu, version"
"public","tb_ivf_phieu_theodoinangnoan","ivf_phieu_theodoinangnoanid, ivf_khachhangid, ngaynhap, nguoinhap, landieutri, noan_thang, noan_dt, kythuat, ktbt, ht_cbnm, kinhcuoi_bn, chidinh, nguoict, ngaysinh_nguoict, chieucao_nguoict, cannang_nguoict, kinhcuoi_nguoict, dienthoai_nguoict, mongcon, matdo, tongso, pr_im, hinhdangbinhthuong, nhommau_vo, nhommau_chong, nhommau_nguoict, hiv_vo, hiv_chong, hiv_nguoict, hbsag_vo, hbsag_chong, hbsag_nguoict, bw_vo, bw_chong, bw_nguoict, fsh, lh, e2, amh, prl, progesteron, testosterone, rubella_igm, rubella_igg, hsg_noisoi, sieuam, sieuam_nguoict, pap, ketquatienme, ghichu, para, theodoinangnoan_chitiet, version"
"public","tb_ksk_benhan","ksk_benhanid, ksk_hosodangkyid, ksk_nhanvienid, patientrecordid, theluc_nhiptim, theluc_nhietdo, theluc_huyetap_low, theluc_huyetap_high, theluc_nhiptho, theluc_cannang, theluc_chieucao, theluc_vongnguc, theluc_vongdau, theluc_phanloai, noi_tuanhoan, noi_tuanhoan_phanloai, noi_hohap, noi_hohap_phanloai, noi_tieuhoa, noi_tieuhoa_phanloai, noi_thantietnieu, noi_thantietnieu_phanloai, noi_noitiet, noi_noitiet_phanloai, noi_coxuongkhop, noi_coxuongkhop_phanloai, noi_thankinh, noi_thankinh_phanloai, noi_tamthan, noi_tamthan_phanloai, ngoai_khambenh, ngoai_phanloai, sanphukhoa_khambenh, sanphukhoa_phanloai, mat_thiluc_khongkinh_trai, mat_thiluc_khongkinh_phai, mat_thiluc_cokinh_trai, mat_thiluc_cokinh_phai, mat_cacbenhkhac, mat_phanloai, tmh_thinhluc_noithuong_trai, tmh_thinhluc_noithuong_phai, tmh_thinhluc_noitham_trai, tmh_thinhluc_noitham_phai, tmh_cacbenhkhac, tmh_phanloai, rhm_kham_hamtren, rhm_kham_hamduoi, rhm_cacbenhkhac, rhm_phanloai, dalieu_khambenh, dalieu_phanloai, canlamsang_ketqua, canlamsang_danhgia, ketluan_phanloai, ketluan_xeploai, ketluan_vandecangiaiquyet, version"
"public","tb_ksk_benhnghenghiep_stt","ksk_benhnghenghiep_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_ksk_bophanlamviec","ksk_bophanlamviecid, ksk_hosodangkyid, mabophanlamviec, tenbophanlamviec, ghichu, version"
"public","tb_ksk_botrivieclam_stt","ksk_botrivieclam_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_ksk_canbo_stt","ksk_canbo_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_ksk_chinhanh","ksk_chinhanhid, ksk_hosodangkyid, tenchinhanh, version"
"public","tb_ksk_dichvukham","ksk_dichvukhamid, ksk_hosodangkyid, dm_ksk_nhomnhanvienid, dm_ksk_tinhtranghonnhanid, dm_gioitinhid, serviceid, do_roomid, dongia, ksk_goikhamid, miengiam, version, ksk_bophanlamviecid, tuoi, isgiavienphi"
"public","tb_ksk_dinhky_bnn_stt","ksk_dinhky_bnn_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_ksk_dinhky_stt","ksk_dinhky_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_ksk_duoi18tuoi_stt","ksk_duoi18tuoi_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_ksk_goikham","ksk_goikhamid, ksk_hosodangkyid, magoikham, tengoikham, ghichu, sotienkhamtrongoi, version, thongtinkhambenhtype, isksknhanvien"
"public","tb_ksk_hopdong_dinhky","ksk_hopdong_dinhkyid, medicalrecordid, patientrecordid, ngaynhap, nguoinhap, cmtnd_so, cmtnd_ngay, cmtnd_tai, noicongtachoctap, ngaybatdauhoc, a_congviec, a_thoigianlam, a_tungay, a_denngay, b_congviec, b_thoigianlam, b_tungay, b_denngay, tiensugiadinh, tiensubanthan, ksk_chieucao, ksk_cannang, ksk_mach, ksk_huyetap_h, ksk_huyetap_l, theluc_phanloai, namcokinh, istinhchatkinhnguyet, chukykinhnguyet, luongkinhnguyet, isdaubungkinh, isdalapgiadinh, para, issolanmophusan, solanmophusan_ghiro, isdangapdungbptt, dangapdungbptt_ghiro, noi_tuanhoan, noi_tuanhoan_phanloai, noi_hohap, noi_hohap_phanloai, noi_tieuhoa, noi_tieuhoa_phanloai, noi_thantietnieu, noi_thantietnieu_phanloai, noi_noitiet, noi_noitiet_phanloai, noi_coxuongkhop, noi_coxuongkhop_phanloai, noi_thankinh, noi_thankinh_phanloai, noi_tamthan, noi_tamthan_phanloai, noi_bacsiid, noi_lock, ngoaikhoa, ngoaikhoa_phanloai, ngoaikhoa_bacsiid, ngoaikhoa_lock, mat_thiluc, mat_khongkinh_phai, mat_khongkinh_trai, mat_cokinh_phai, mat_cokinh_trai, mat_cacbenh, mat_phanloai, mat_bacsiid, mat_lock, tmh_taitrai_noithuong, tmh_taitrai_noitham, tmh_taiphai_noithuong, tmh_taiphai_noitham, tmh_cacbenh, tmh_phanloai, tmh_bacsiid, tmh_lock, rhm_hamtren, rhm_hamduoi, rhm_cacbenh, rhm_phanloai, rhm_bacsiid, rhm_lock, dalieu_khamketqua, dalieu_phanloai, dalieu_bacsiid, dalieu_lock, phusan_khamketqua, phusan_phanloai, phusan_bacsiid, phusan_lock, cls_ketqua, cls_danhgia, cls_bacsiid, cls_lock, ketluan_tenbenh, ketluan_datsuckhoeloai, ketluan_bacsiid, duyet_ok, duyet_thoigian, mediboxdocumentid, dm_mediboxdocumentstatusid, bacsighichep, version"
"public","tb_ksk_hosodangky","ksk_hosodangkyid, tengoikham, tencongty, diachicongty, masothue, nguoilienlac, emaillienhe, listhopdongtuongtuid, nguoigioithieuid, dm_ksk_hinhthucthutienid, giatrihopdong, ngaybatdau, ngayketthuc, tendangnhap, matkhaudangnhap, ghichu, version, isuutien, isksknhanvien"
"public","tb_ksk_ketluan_temp","ksk_ketluan_tempid, ksk_ketluan_tempname, userid, data_json, version"
"public","tb_ksk_laixe_stt","ksk_laixe_sttid, patientrecordid, ngaycapphat, sothutu, version, hospitalunitid"
"public","tb_ksk_laixemay_stt","ksk_laixemay_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_ksk_laixeoto_stt","ksk_laixeoto_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_ksk_nhanvien","ksk_nhanvienid, ksk_hosodangkyid, ksk_chinhanhid, ksk_goikhamid, ksk_nhanviencode, ksk_chucvu, ksk_phongban, patientrecordid, receptionid, dm_ksk_nhomnhanvienid, dm_ksk_tinhtranghonnhanid, dm_ksk_nhanvienstatusid, ngaykhamdukien, ngaydenkham, suckhoe_ketluan, suckhoe_xeploai, suckhoe_vandecangiaiquyet, listksk_dichvukhamid, patientname, dm_gioitinhid, diachi, birthdayyear, birthdaymonth, birthdayday, ksk_nhanviencode_hashcode, ksk_nhanvienphone, hokhauthuongtru, nghenghiep, noicongtachoctap, ngaybatdaulamviec, lichsulamviec, tiensubenhtat_banthan, tiensubenhtat_giadinh, tiensubenhtat, tendangnhap, matkhaudangnhap, dm_tinhcode, dm_huyencode, dm_xacode, sonha, noilamviec, patient_cmtnd, dm_dantocid, insurancecode, version, dm_tinhname, dm_huyenname, dm_xaname, ksk_bophanlamviecid, bophankhac, congviectruocday, sodanhbo, tuoinghe, cmnd_ngaycap, cmnd_noicap, mediboxdocumentid_noidung, suckhoe_donthuoc"
"public","tb_ksk_tren18tuoi_stt","ksk_tren18tuoi_sttid, patientrecordid, ngaycapphat, sothutu, version"
"public","tb_logcachedata","logcachedataid, thoigian, tenbang, tenbang_hashcode, isdaupdateserver, version"
"public","tb_logdatacon","logdataconid, logtime, totalcon, isclear, totalclear"
"public","tb_logdatalock","logdatalockid, processid, transactionid, ipaddress, begintime, endtime, isclosed, error, version, sql, userid"
"public","tb_logtransactionerror","logtransactionerrorid, mediboxclientid, thoigian, thongtinclient, sql, error, version"
"public","tb_mauchidinh_dichvu","mauchidinh_dichvuid, departmentid, serviceid, patientid, equipmentid, dm_serviceobjectid, servicedatanote, soluong, servicedata_userid, servicedata_douserid, servicedata_douserid2, servicedata_usedate, servicedata_dodate, servicedata_enduserid, servicedata_enddate, errorstatus, errormessage, version"
"public","tb_mauketquaxetnghiem","mauketquaxetnghiemid, mauketquaxetnghiemname, userid, data_json, version"
"public","tb_mauthongkefilter","mauthongkefilterid, mauthongkefiltername, dm_baocaothongkeid, userid, filterdata, version"
"public","tb_mediboxbhyt","mediboxbhytid, mediboxbhytname, ngayapdung, nguoiapdung, hospitalunitid, tuyen_benh_vien, chi_tra_trai_tuyen, thang_luong_toi_thieu, ngoai_tru_dung_tuyen_l15_tltt, ngoai_tru_dung_tuyen_g15_tltt, ngoai_tru_trai_tuyen_l15_tltt, ngoai_tru_trai_tuyen_g15_tltt, noi_tru_dung_tuyen_l15_tltt, noi_tru_dung_tuyen_g15_tltt, noi_tru_trai_tuyen_l15_tltt, noi_tru_trai_tuyen_g15_tltt, ap_dung_tach_dot, version, cv_4082_byt_bh_2023"
"public","tb_mediboxclient","mediboxclientid, mediboxclientcode, command, hardwareid, processorid, baseboardproduct, baseboardmanufacturer, diskdrivesignature, videocontrollercaption, physicalmediaserialnumber, biosversion, operatingsystemserialnumber, ipaddress, internetip, macadddress, computername, username, domain, lastping, softversion, softfolder, db_connectionname, db_username, webapi_url, net_45, listmodule, nhanvienid, version, mediboxclientcode_hashcode"
"public","tb_mediboxclient_mac_block","mediboxclient_mac_blockid, macadddress, macadddress_hashcode, version"
"public","tb_mediboxclient_mac_user","mediboxclient_mac_userid, macadddress, roomid, macadddress_hashcode, userid, lastupdate, version"
"public","tb_mediboxconnection","mediboxconnectionid, authentication, server, webconnection, pacsconnection, urlconnection, version"
"public","tb_mediboxdocument","mediboxdocumentid, mediboxdocumentcode, mediboxdocumentname, nguoitao, documentremark, ngaytao, nguoicapnhat, ngaycapnhat, nguoiduyet, ngayduyet, tuchoiduyet_is, tuchoiduyet_user, tuchoiduyet_ngay, tuchoiduyet_lydo, sochuky_init, sochuky_daky, sochuky_normal_init, sochuky_normal_daky, sochuky_lanhdao_init, sochuky_lanhdao_daky, dm_mediboxdocumentstatusid, mediboxdocumentdata, documentoption_kydientu, mediboxdocumentsize, totalpage, mediboxreportid, dm_mediboxreport_functionid, patientid, patientrecordid, patientrecordid_vp, medicalrecordid, treatmentid, do_treatmentid, servicedataid, invoiceid, dm_mediboxdocumenttypeid, dm_mediboxdocumentfileid, dataid, listdataid, databegin, dataend, datadate, solandain, printhistory, scan_istailieuscan, isremove, nguoihuy, ngayhuy, documentversion, mediboxdocumentcode_hashcode, store_daluutru, store_mahoa, is_storefile, store_path_2, hashcode_path_1, hashcode_path_2, storefile_1, storefile_2, store_path_1, version, ischophepkykhibichan, ischophephuykykhibichan, sochuky_dongdau_init, sochuky_dongdau_daky, medicinebillid, receptionid, ivf_khachhangid, ishienthilengiamdinhdientu, departmentid"
"public","tb_mediboxdocument_backup","mediboxdocument_backupid, mediboxdocumentid, version"
"public","tb_mediboxdocument_chuatao","mediboxdocument_chuataoid, patientrecordid, patientrecordid_vp, medicalrecordid, dm_mediboxdocumenttypeid, ngaycapnhat, dataid, isdatao, version"
"public","tb_mediboxdocument_log","mediboxdocument_logid, mediboxdocumentid, patientid, nguoicapnhat, ngaycapnhat, noidung, version"
"public","tb_mediboxdocument_manager","mediboxdocument_managerid, mediboxdocumentid, hashdata, isdataok, isstoreok, ngaycapnhat, pathinfo, lengthdata, mediboxdocument_storeid, store_pathinfo, store_ngaycapnhat, version"
"public","tb_mediboxdocument_report","mediboxdocument_reportid, mediboxdocument_reportname, jsondata, mediboxdocument_reportdata, ngaytao, nguoitao, ngaycapnhat, nguoicapnhat, mediboxreportid, dm_mediboxdocumenttypeid, patientrecordid, patientrecordid_vp, medicalrecordid, treatmentid, servicedataid, mediboxdocumentid, version, isexcel, is_storefile, storefile_1, storefile_2, receptionid, ivf_khachhangid"
"public","tb_mediboxdocument_sign","mediboxdocument_signid, dm_mediboxdocument_signstatusid, mediboxdocumentid, tenbien, nguoiky, ngayky, version, isduocphepky"
"public","tb_mediboxdocument_sign_hash","mediboxdocument_sign_hashid, mediboxdocumentid, patientrecordid, documentname, tenbien, mota, userid, hashdata, ngaykytailieu, ngaykyhash, version"
"public","tb_mediboxdocument_store","mediboxdocument_storeid, ngaycapnhat, nguoicapnhat, loaibenhan, ischuaravien, ghichu, tenluutru, thumucluutru, tongsotailieu, tongdungluong, tongsotailieu_daluutru, tongdungluong_daluutru, tongsobenhan, tongsobenhan_duyetluutru, tongsobenhan_daluutru, tongsotailieu_loi, ravien_tungay, ravien_denngay, version"
"public","tb_mediboxdocument_store_config","mediboxdocument_store_configid, storagefolder_1, storagefolder_1_username, storagefolder_1_password, storagefolder_2, storagefolder_2_username, storagefolder_2_password, port, url, mahoadulieu, sotailieudaluutru, thoigianchay, ip, isexport_hl7cda, isexport_hl7fhir, isexport_database, isexport_emr, isexport_emr_xoa, version, storeinlinux, storeinlinuxpathinfo"
"public","tb_mediboxdocument_storelog","mediboxdocument_storelogid, mediboxdocument_storeid, ngaycapnhat, nguoicapnhat, noidung, version"
"public","tb_mediboxdocument_version_simple","mediboxdocument_versionid, mediboxdocumentid, documentoption_kydientu, dm_mediboxdocumentstatusid, ngayky, nguoiky, documentversion, version, is_storefile, storefile_1, storefile_2, mediboxdocumentdata"
"public","tb_mediboxdocument_xml","mediboxdocument_xmlid, ngaycapnhat, nguoicapnhat, xml_data, is_storefile, storefile_1, storefile_2, lienthong_ngaygiaodich, lienthong_magiaodich, lienthong_thongbao, version"
"public","tb_mediboxkhuyenmaichange","mediboxkhuyenmaichangeid, mediboxkhuyenmaichangename, mediboxkhuyenmaichangeremark, ngayapdung, ngayhethan, nguoiapdung, dm_mediboxkhuyenmaichangetypeid, danhsach_dm_patientobjectexid, danhsachdoituongdichvu, version, iskhongapdungtudong"
"public","tb_mediboxkhuyenmaichangedata","mediboxkhuyenmaichangedataid, mediboxkhuyenmaichangeid, serviceid, miengiam, version"
"public","tb_mediboxlock","mediboxlockid, ngaylock, nguoilock, processid, tablename, columnname, rowid, version"
"public","tb_mediboxlog","mediboxlogid, ngaylog, nguoilog, dm_medilogtypeid, noidung, noidungchitiet, mediboxversion, pcname, pccode, username, ipaddress, patientrecordid, serviceid, invoiceid, version"
"public","tb_mediboxlog_invoice","mediboxlog_invoiceid, ngaylog, nguoilog, dm_invoice_hinhthucid, noidung, noidungchitiet, input, output, mediboxversion, pcname, pccode, username, ipaddress, patientrecordid, invoiceid, version, invoice_transactionid, sotienphieu, thongtinbenhnhan"
"public","tb_mediboxlog_invoicemedicine","mediboxlog_invoicemedicineid, ngaylog, nguoilog, dm_invoice_hinhthucid, noidung, noidungchitiet, input, output, mediboxversion, pcname, pccode, username, ipaddress, patientrecordid, invoicemedicineid, invoicemedicine_transactionid, sotienphieu, thongtinbenhnhan, version"
"public","tb_mediboxlogbhyt","mediboxlogbhytid, mediboxclientid, ngaylog, nguoilog, in_mathe_hashcode, in_mathe, in_hoten, in_ngaysinh, in_namsinh, in_gioitinh_id, in_ngaybd, in_ngaykt, in_noikcbbd, maketqua, hoten, gioitinh, diachi, madkbd, cqbhxh, gtthetu, gttheden, makv, ngaydu5nam, message, version"
"public","tb_mediboxloghuyky","mediboxloghuykyid, ngaylog, nguoilog, noidung, lydohuyky, dm_mediboxreport_functionid, patientrecordid, patientrecordid_vp, medicalrecordid, version"
"public","tb_mediboxloglis","mediboxloglisid, mediboxclientid, ngaylog, nguoilog, noidung, noidungchitiet, version"
"public","tb_mediboxlogmedicine","mediboxlogmedicineid, ngaylog, nguoilog, noidung, medicinedataid, medicinebillcode, medicinebillid, medicinestoreid, soluongdauky, soluongtonkho, soluongduyetxuat, soluongdauky_change, soluongtonkho_change, soluongduyetxuat_change, version"
"public","tb_mediboxlogpatientrecord","mediboxlogpatientrecordid, ngaylog, nguoilog, mediboxclientid, noidung, noidungchitiet, patientrecordid, patientrecordid_vp, medicalrecordid, treatmentid, servicedataid, soluong, invoiceid, softversion, version"
"public","tb_mediboxlogsql","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
